Ticker,Share of portfolio
9020,6.417728057006095e-5
9021,2.859539708891161e-5
9022,6.921717146473524e-5
9024,6.871267281486234e-6
9025,8.512923737595525e-7
903,9.681221072731407e-7
9031,3.0707717130107477e-6
9037,8.93936148488927e-7
9039,9.252833512347186e-7
9041,1.7355890793471287e-5
9042,1.5867775549794313e-5
90430,6.634110140050687e-6
90435,1.4070890746918258e-6
9044,5.124417206300632e-6
9045,8.152000748466563e-6
90460,6.604466290694598e-7
9048,1.0807388000338357e-5
905,1.8138161880064568e-7
9052,6.023337540986379e-7
9058,6.662960666052018e-7
906,6.388077993418653e-7
9062,6.8367277455608996e-6
9064,9.985778260632238e-6
9065,4.834342928985683e-6
9066,2.879933020083809e-7
9068,7.713387779500322e-7
9069,1.5197177202489217e-6
9070,5.371532495073249e-7
9072,2.2184547180650075e-6
9075,2.1267155104972164e-6
9076,3.605527363045919e-6
908,2.602840902770678e-7
9081,4.2010632174646824e-7
9086,2.3336854642257067e-6
9090,9.097863965288152e-7
910,2.0471718638244991e-7
9101,5.007308223024026e-6
9104,5.215492842955689e-6
9107,1.7838788835040855e-6
9110,3.407912630904881e-7
9119,4.574387084687048e-7
914,2.73094637563196e-5
9142,9.454334471162062e-6
9143,9.64030850527763e-6
915,1.9720695589626697e-7
9150,8.86681294556713e-6
916,6.810603543885613e-6
917,2.120080000037288e-7
91700,7.68608687845195e-7
918,1.9558427223756603e-7
919,3.2201719207474933e-7
91990,4.484888574861249e-6
920,9.573416444006808e-8
9201,6.384918107029395e-6
9202,6.985846444731561e-6
92040,6.115063350204178e-7
921,2.3071408030722225e-6
9240,8.974228927801237e-7
926,2.098505398796154e-7
9267,2.944668205831985e-7
927,1.5549063731313403e-7
9277,5.512507818154367e-7
928,2.102935450327106e-7
9290,3.281883519827386e-7
9301,3.2333539909820292e-6
9302,6.161442796464065e-7
9303,1.2902004590137628e-6
9304,2.820634743726902e-7
93050,5.485570082908394e-7
931,4.3863434245184494e-7
9310,3.7299596023573263e-7
932,4.056794660929727e-7
933,2.8006790865401677e-7
93370,6.810589327668364e-7
934,1.4534321216769912e-6
935,2.44546561641641e-7
936,1.6266986536148169e-7
9364,4.2958124701345005e-6
937,2.0340715089912077e-7
9375,9.169541611860848e-7
938,8.787941610459952e-7
939,2.549837230029008e-4
9401,1.0630564686678794e-6
9404,6.038185028305854e-7
9409,6.061283078514804e-7
941,1.5827889172388354e-4
9410,7.866597911652583e-7
9412,8.954550982721685e-7
9413,2.3995175517323935e-7
9416,6.742952341382567e-7
9420,1.447315857600374e-6
9422,3.436726135149657e-7
9432,5.538799329824962e-5
9433,8.415443619126923e-5
9434,4.0424314429883814e-5
9435,8.899724229380343e-6
9437,5.5426261806530476e-5
9438,3.3825016023816184e-7
9449,1.9946021381709713e-6
9468,1.0756265890769653e-6
9470,4.6509022407829725e-7
9474,9.667671109253595e-7
949,5.876817926787462e-7
95,6.608226943109581e-7
950,5.439647496267268e-7
9501,1.4168704695854542e-5
9502,1.8842966254671297e-5
9503,1.511368044828328e-5
9504,6.87282360561419e-6
9505,2.138075195761022e-6
9506,8.531396888940317e-6
9507,2.706399706523461e-6
9508,8.085416237831408e-6
9509,1.709500764231798e-6
951,1.3148301172553724e-6
9511,1.2083305465673077e-6
9513,7.015387690933766e-6
9517,6.690667043481711e-7
9519,6.492195169529378e-7
9531,1.9896874823588435e-5
9532,1.4117018092645413e-5
9533,6.351711001751895e-6
9534,2.9364317464688187e-7
9536,9.818906747722903e-7
9540,8.221033631268577e-6
9543,8.763166130738513e-7
9551,6.926386330410282e-7
956,1.8401061661313844e-6
95610,3.638219689613221e-7
95660,2.694781926728241e-7
957,1.0156894276296767e-7
95700,1.0047355666840322e-6
95720,1.929753771624183e-7
958,6.3845464664637525e-6
959,4.0419485654507646e-7
96,2.3614698371063793e-7
960,2.244227981054703e-5
9601,2.3544715938848147e-6
9602,9.25090485512473e-6
9603,1.4483267278484132e-6
9605,1.7649251545003875e-6
961,8.276550143995213e-7
9613,1.5200443931770032e-5
9616,1.977996293709196e-6
9627,3.0531511198312003e-6
963,1.3210388636759649e-6
965,1.742265850073635e-7
96530,4.371045968277295e-7
966,1.2000617274989273e-5
967,6.043076259031713e-7
9671,2.785781404341241e-7
9672,8.148171288486112e-7
96760,3.0686382020686887e-7
96770,1.4705445064629237e-5
9678,1.312798891803294e-6
968,4.073748535783426e-6
9681,1.6003532215553756e-6
9682,1.5270148847600566e-6
9684,6.949719909508554e-6
969,1.6821368691010262e-7
9692,9.039323753470236e-7
9697,4.467723878169567e-6
9699,7.450818904365196e-7
97,1.4540911916381568e-7
970,2.767987550708905e-7
9706,3.754708822908643e-6
9715,1.1782230437838827e-6
9716,1.7692217937897518e-6
9719,3.6214111069607857e-6
9722,3.5914488704983213e-7
9726,3.081345479271108e-7
9728,5.129508931885543e-7
9729,7.040628419376874e-7
973,1.7299368723745875e-6
9735,3.2926279387560575e-5
9740,6.513389243686911e-7
9742,4.4136491953685375e-7
9743,6.603204025090139e-7
9744,2.236882385537462e-6
9746,1.135277453591543e-6
9749,1.6457983091974367e-6
975,5.565959292005836e-7
9755,3.505791103474019e-7
9757,1.2751393032707395e-6
9759,1.9567013793385708e-6
976,3.329085697063308e-7
9766,8.506601479340346e-6
977,9.833398314666723e-7
978,5.476617833753323e-7
9783,3.3805119474078873e-6
9787,1.0191320937498482e-6
979,2.0836822461452703e-8
9790,2.5281240822424546e-7
9792,1.13756116708877e-6
9793,1.8165338357266746e-6
97950,2.845697062562229e-6
97955,2.346135704661185e-7
980,7.01059826196468e-8
981,7.025121592202557e-6
9810,1.0356229944722226e-6
983,3.987642891387016e-7
9830,3.9201498856623115e-6
9831,7.036991825118669e-6
9832,1.8284618931006441e-6
9842,5.712428829434721e-7
9843,2.02871483087263e-5
98460,1.6267349252767034e-6
9861,2.6926191509690947e-6
9869,1.2163864807937472e-6
987,3.7325895573408684e-7
9873,6.246596362422899e-7
988,5.553226022421814e-7
9882,7.784402560336598e-7
9887,4.948842759895533e-7
989,2.0684419511656715e-7
99,7.358640963927952e-8
990,1.42009897056056e-6
9900,4.227091275263868e-7
9902,5.046206453754473e-7
9904,1.2527063408097331e-5
9907,1.3464198886666226e-6
991,2.2386366469948413e-6
9910,9.616599435017703e-6
9914,5.11464758371892e-6
9917,3.2887895395382844e-6
9919,3.439162519319155e-7
99190,3.410772120863583e-7
992,9.213067562160713e-6
9921,7.3853295215479686e-6
9928,9.496401411665487e-7
9933,3.4343790951082065e-6
9934,2.5731627971688524e-6
9936,1.276686107518437e-6
9938,2.1794691790899208e-6
9939,2.048502130710771e-6
9940,5.407030150477105e-7
9941,1.9721917816649828e-6
9945,4.563932040245447e-6
9946,2.890337896616645e-7
9948,1.346777812557933e-6
995,1.1765459752882346e-6
9956,1.28234021121483e-6
996,1.3220158110098152e-7
9962,1.2192305626499592e-5
997,5.062197358733294e-7
9970,3.959861184684346e-7
9974,8.077868735728329e-7
9979,2.343928502794172e-7
998,1.6771571908377595e-5
9982,1.6402577388878133e-7
9983,5.689321259345517e-5
9984,1.1879739362759911e-4
9987,7.62490366580414e-6
9989,3.7998591468508925e-6
999,9.60281246391135e-7
9990,2.898158301953761e-7
9991,1.45780394493842e-7
9997,5.507702041565327e-7
A,4.724412364415524e-5
A17U,1.0595403537831488e-5
A2A,5.30193300310186e-6
A3M,5.394454251203363e-7
A50,4.576442673646263e-7
A5G,4.312392223072608e-6
A68U,1.9882199399289905e-6
A7RU,2.5801657417263604e-6
AA.,8.283512252807666e-7
AAC,5.799595673773852e-7
AAK,6.108199516538821e-6
AAL,1.1412996057051921e-4
AALB,7.098125675424406e-6
AALI,1.1689389677817898e-6
AALR3,8.199174413441889e-7
AAN,3.529466943801253e-5
AAOI,3.3902907444618335e-6
AAON,2.9382519785335895e-5
AAP,2.6246735357864024e-5
AAPL,0.25227071118593525
AARTIIND,8.004293860312866e-7
AAT,3.503300435943895e-5
AAVAS,1.392221073503696e-6
AAWW,9.040775318564892e-6
AAX,2.555655848258093e-7
AAXN,2.309663340722492e-5
ABB,4.223602786763225e-6
ABBN,6.535539043304622e-5
ABBV,2.309712711492034e-4
ABC,3.052196368514124e-5
ABCAPITAL,2.2539203247766265e-6
ABCB,4.181358584836262e-5
ABEV,3.6047581678466685e-6
ABEV3,6.931914873639299e-5
ABF,1.8256855434295203e-5
ABFRL,1.963930277844785e-6
ABG,5.5867894677024156e-5
ABI,1.3629878838644866e-4
ABIO,6.6958959258599545e-007
ABM,3.761805785266775e-5
ABMB,2.868560566162065e-6
ABMD,1.574804121471841e-5
ABN,1.355450599766216e-5
ABP,1.7865998063168237e-6
ABT,3.2582165303210583e-4
ABTX,1.0170872233385501e-5
ABUK,3.871427038607046e-7
ABX,3.802053126661993e-5
AC,3.781438594894094e-5
AC*,7.670058360858893e-6
ACA,5.0674315357587974e-5
ACB,6.59162855587384e-6
ACC,5.273677124556778e-5
ACCEL,9.291378449743649e-7
ACE,1.598664676868295e-6
ACES,3.184834542655068e-6
ACHC,1.9247194506020767e-5
ACIW,2.6946072308429073e-5
ACKB,6.277704862985948e-6
ACLS,9.040775318564892e-6
ACM,4.7476413114851224e-5
ACN,2.6975472601691437e-4
ACO.X,5.084181256099984e-6
ACOR,2.260193829641223e-6
ACP,1.7581378324652438e-6
ACS,1.7948227615535515e-5
ACV,7.47647321871725e-7
ACX,2.6931483857937573e-6
AD,5.1406272352966055e-5
ADANA,3.528940672462257e-8
ADANIENT,2.031134201283562e-6
ADANIGAS,1.3010083147645688e-6
ADANIPORTS,1.4862664163688454e-5
ADANIPOWER,3.0800815524970194e-6
ADANITRANS,3.171665776479868e-6
ADAPT,8.865603568186322e-7
ADBE,6.534329964601158e-4
ADC,4.7464070422465675e-5
ADCB,2.0666965442338628e-5
ADDT B,2.268132273951737e-6
ADEA,1.8923589767980388e-6
ADEB,2.933745377295532e-6
ADEN,1.569718105852814e-5
ADH,1.5631835197888657e-6
ADHI,5.451291037265399e-7
ADI,2.0926417805074328e-4
ADIB,4.094038379464379e-6
ADJ,2.224956796280596e-6
ADM,5.7213002706978524e-5
ADMIE,9.55625103718019e-7
ADNT,1.5397755604816612e-5
ADP,3.661231331487052e-4
ADQU,5.504546377554182e-7
ADRO,0.0024406585464437484
ADS,1.236070616276872e-4
ADSK,1.5805770455544092e-4
ADTN,6.780581488923667e-6
ADUS,1.6951453722309172e-5
ADVANC-F,2.9142193594652323e-5
ADYEN,1.2359673230946766e-5
AED,5.314844076259413e-6
AEDAS,8.799711893280989e-7
AEE,3.6745429501009636e-5
AEFES,2.8477378639684395e-6
AEG,5.036164743024038e-7
AEGN,1.1400347730195054e-5
AEIS,3.164271361497712e-5
AEL,3.3921541935434546e-5
AEM,2.3710892500498716e-5
AENA,2.3922364299824335e-5
AEO,1.7964048205619383e-5
AEONCR,6.733108927768603e-7
AEONTS,5.44155910673648e-8
AEONTS-F,2.033270178577747e-6
AEP,9.448824728831048e-5
AEROMEX*,8.563139438092207e-8
AES,2.099738828629122e-5
AESGENER,2.417124758032356e-6
AEV,1.7210082770023238e-6
AF,3.7270514552328663e-6
AF B,3.6257616922382734e-6
AFE,2.6624728586586223e-6
AFG,5.6555944487506735e-5
AFH,1.0301104550756794e-6
AFKS,2.3778447592200826e-7
AFL,8.967459725794747e-5
AFLT,2.7836854508231035e-6
AFPR,7.696717411405695e-7
AFX,7.724874749089049e-6
AGCO,3.464495011083738e-5
AGFB,1.2385395947401411e-6
AGHOL,8.641670652896073e-7
AGI,7.329524632043259e-6
AGK,4.589527925353705e-6
AGL,1.8007970152971086e-5
AGLTY,7.942901980940073e-6
AGN,1.2854064791128909e-4
AGR,4.253330885957654e-6
AGS,1.900554183346758e-5
AGUA*,1.7292197237430764e-7
AGUAS-A,6.1696182615878555e-6
AGYS,7.91067840374428e-6
AHG,1.2492371194438428e-6
AHH,1.4691259892667947e-5
AHT,2.3788716111247754e-5
AHY,4.808078989709019e-7
AI,3.7437620888951005e-5
AIA,1.0021130512261002e-5
AIAENG,3.3178787512600537e-6
AIG,9.973759435988329e-5
AIN,4.181358584836262e-5
AIP,1.0372777945676583e-6
AIR,1.5598723992431084e-4
AIRARABIA,2.8918927966052405e-6
AIRASIA,2.3440983619693767e-6
AIRPORT,6.706027422074938e-6
AIT,3.277281052979773e-5
AIV,1.574804121471841e-5
AIXA,2.0130911559828602e-6
AIZ,1.6885050037274927e-5
AJANTPHARM,1.21099546593399e-6
AJB,2.4215701780538517e-6
AJBU,2.583452921120316e-6
AJG,3.6745429501009636e-5
AJRD,5.311455499656872e-5
AKA,1.6867641168844612e-6
AKAM,3.149608242943682e-5
AKBNK,1.3830076508893704e-5
AKCNS,2.16241994640185e-7
AKE,1.2370679622876588e-5
AKER,2.380296208317024e-6
AKERBP,5.34319286931238e-6
AKGRT,4.793351213588189e-7
AKR,3.7293198189080175e-5
AKRA,1.6487788313583538e-6
AKRX,5.6504845741030565e-6
AKS,1.2431066063026726e-5
AKSA,2.896809444662638e-7
AKSEN,2.6182459689701196e-7
AKSO,7.319684316764643e-7
AKW,2.8230676020148224e-7
AKZA,3.774004879754623e-5
ALA,7.3652810173145005e-6
ALARK,1.1187152399756811e-7
ALB,1.8631907404564453e-5
ALBK,3.293299056682857e-7
ALBRK,2.0509303162062205e-7
ALC,4.977787321158516e-5
ALD,2.122363514867098e-6
ALDAR,8.011386739899167e-6
ALE,3.336180381043599e-5
ALEX,1.154831670361246e-5
ALFA,1.1720106167398198e-5
ALFAA,9.696812984833278e-6
ALG,1.8272483118506664e-5
ALGN,7.7102232052491e-5
ALGT,3.0512616700156506e-5
ALHE,2.8028100020040617e-6
ALI,2.399335327139097e-5
ALIMTIAZ,1.2308368407993136e-6
ALK,1.574804121471841e-5
ALK B,2.4791792045473636e-6
ALKEM,4.169131298623813e-6
ALL,9.803062385309579e-5
ALLE,2.099738828629122e-5
ALLN,5.006971853921608e-6
ALLT,4.541599911905333e-7
ALM,1.9279358270832378e-6
ALMB,8.873159532405187e-7
ALO,1.4178239737402409e-5
ALPA4,4.166247176563078e-6
ALPEKA,1.7029599884369809e-6
ALPH,4.2540677952071844e-7
ALPHA,9.45255904853523e-6
ALQ,4.854327273174251e-6
ALR,1.6596596074399096e-6
ALRM,2.599222904087406e-5
ALRS,1.0255536965623798e-5
ALSEA*,4.4852215239210154e-6
ALSN,7.293409447255086e-7
ALSO3,3.12418434234273e-6
ALT,6.757925702674329e-6
ALTA,1.771907105198565e-6
ALTR,8.600443170092322e-7
ALU,4.532234817849466e-6
ALUP11,2.462028669720364e-6
ALV,1.8278260497206286e-4
ALX,6.687905925618999e-6
ALXN,1.1123234377854248e-4
AM,2.0277530503024406e-5
AM1,1.0394552751579357e-6
AMA,5.072305029185192e-7
AMAG,4.520387659282446e-6
AMARAJABAT,1.4892650648559287e-6
AMAT,2.3831512374783385e-4
AMATA-F,2.41129686255788e-6
AMBANK,7.108761029042528e-6
AMBC,1.1300969148206113e-5
AMBU B,5.067972425903746e-6
AMBUJACEM,8.409922226470571e-6
AMC,2.8987376395556286e-5
AMCR,3.149608242943682e-5
AMCX,1.5397755604816612e-5
AMD,1.5922112673970247e-4
AME,4.199477657258244e-5
AMED,3.207865751003461e-5
AMG,1.1829193665640245e-5
AMGN,5.920509111375519e-4
AMGO,2.2186750856635508e-7
AMI,4.311433888460061e-7
AML,7.783764375771215e-7
AMN,4.181358584836262e-5
AMOC,4.662397722334722e-7
AMOT,1.7740229867327418e-6
AMP,4.987447900422085e-5
AMPH,1.1300969148206113e-5
AMS,7.284006871050815e-5
AMSF,1.8081550637129783e-5
AMT,2.099738828629122e-4
AMTEKAUTO,4.424107252767983e-9
AMUN,7.29977049020761e-6
AMWD,2.2601938296412226e-5
AMXL,7.353050193010235e-5
AMZN,0.0036973981604451265
AN,2.1813487106823538e-5
ANA,4.068546484286063e-6
ANACM,2.221276643271878e-7
ANDE,9.121990234461785e-6
ANDHRABANK,9.443205466098455e-8
ANDINA-B,2.8154276877554983e-6
ANDR,5.37067288514485e-6
ANET,2.6246735357864024e-5
ANF,1.4691259892667947e-5
ANG,2.7687541748806163e-5
ANGO,9.040775318564892e-6
ANIK,1.2431066063026726e-5
ANIM,1.9771070663755533e-6
ANIM3,4.794521297820235e-7
ANIP,1.0170872233385501e-5
ANN,4.555992207913257e-6
ANSS,4.199477657258244e-5
ANTM,1.3860964423550212e-4
ANTO,7.089001399080227e-6
ANZ,1.0124177856703947e-4
AO.,4.909857087301984e-7
AOG,1.077958959739951e-6
AON,9.448824728831048e-5
AOS,1.672262020548114e-5
AOT-F,3.798022461308853e-5
AOX,5.039452627594309e-6
AP,4.128317258897689e-6
AP-F,1.9665739173530155e-6
AP.UN,8.746686512837188e-6
APA,3.2708568207819554e-5
APAM,2.089367257307884e-6
APD,1.0680329204291307e-4
APEI,5.6504845741030565e-6
APGN,4.87577591598162e-7
APH,6.299216485887365e-5
APHA,1.9374863825100396e-6
API,7.020358126192439e-7
APLLTD,1.0416663404369034e-6
APLN,3.6323836271369763e-7
APN,7.839223966563122e-6
APOG,1.582135680748856e-5
APOLLOHOSP,6.59664728063562e-6
APOLLOTYRE,2.3709347965449205e-6
APPS,3.4777793846997836e-6
APT,8.33334212677851e-6
APTV,4.724412364415524e-5
APX,2.849504662076905e-6
APY,1.411460930441523e-5
AQN,1.2257687458928935e-5
ARA*,1.1799913623522552e-7
ARB,1.6106604311685371e-6
ARBN,9.437265325861109e-7
ARCAD,2.444964402315243e-6
ARCB,1.1300969148206113e-5
ARCLK,2.127416282172397e-6
ARE,3.822901680756582e-5
ARF,1.0727928380537732e-6
ARG,1.3801506342695375e-6
ARGX,7.961077434381783e-6
ARI,4.533867295999221e-5
ARJO B,1.5807507303415654e-6
ARL,4.737641520034441e-6
ARLO,4.520387659282446e-6
ARMADA,9.549820788183051e-7
ARNC,2.099738828629122e-5
AROC,1.9211647551950395e-5
ARPT,2.6552708977797633e-6
ARR,1.582135680748856e-5
ARTC,1.3938383343121236e-6
ARVIND,2.904255435230199e-7
ARW,4.619326681444984e-5
ARWR,5.085436116692751e-5
ARX,3.0663040684649145e-6
ARYN,1.2947932723555696e-6
ARZZ3,2.011604431737788e-6
ASB,2.4379779707626306e-5
ASC,2.4496307825686283e-7
ASCL,3.4246224888731678e-6
ASCN,7.393812451033143e-7
ASELS,3.5478380542377e-6
ASGN,2.4379779707626306e-5
ASH,3.464495011083738e-5
ASHM,4.418408430320764e-6
ASHOKLEY,4.2305067008746205e-6
ASIANPAINT,2.61869297868957e-5
ASII,3.4028425302009844e-5
ASIX,1.0170872233385501e-5
ASL,1.8895188791880088e-6
ASM,8.301092298349084e-6
ASML,2.376127632371661e-4
ASR,4.243766817533939e-6
ASRI,8.632916921127992e-7
ASRNL,9.569544062033299e-6
ASRT,1.1300969148206115e-6
ASSA B,3.7924814159457305e-5
AST,4.1077757952965634e-6
ASTE,1.1300969148206113e-5
ASTRAL,1.7974861086930904e-6
ASTRO,2.0835324920492615e-6
ASURB,1.1253149321867453e-5
ASX,1.9716851419809858e-5
AT,2.0299261827471205e-6
AT1,1.3489266610848513e-5
ATA,1.9173687599978738e-6
ATAD,3.745798306608276e-5
ATC,5.251415934811719e-6
ATCB,3.759911966351377e-7
ATCO A,3.5158561202816766e-5
ATCO B,1.983118377134481e-5
ATD.B,4.853982829803024e-5
ATE,6.091896897892642e-6
ATEA,1.915495811704332e-6
ATGE,1.5397755604816612e-5
ATHM,1.670789242047413e-5
ATI,1.9247194506020767e-5
ATL,2.3854280936930927e-5
ATM,1.121849063089057e-5
ATNI,9.040775318564892e-6
ATO,4.059063181520467e-5
ATR,5.6231084823919153e-5
ATRI,2.4364474769068225e-7
ATRLJ B,1.8693046475206411e-6
ATT,3.708790032360012e-6
ATVI,2.0534843420604398e-4
AU8U,1.3457006557362517e-6
AUB,1.4989179677706726e-5
AUBANK,4.853500008821412e-6
AUDC,7.567775922145846e-7
AUO,2.340462340861133e-6
AUROPHARMA,8.053083869935181e-6
AUSS,1.589529470291228e-6
AUTN,5.467852527985486e-7
AUTO,1.0572885495141906e-5
AV.,3.560235615993628e-5
AVA,4.859416733728629e-5
AVAL,1.4819371255673946e-6
AVANTIFEED,5.961739762067239e-7
AVAV,1.9211647551950395e-5
AVB,6.299216485887365e-5
AVD,6.780581488923667e-6
AVGO,5.567573772272388e-4
AVH,9.904310651273684e-7
AVI,6.473922338958383e-6
AVN,1.3790590213333917e-6
AVNS,1.411460930441523e-5
AVP,2.8252422870515283e-5
AVST,4.6644983927308785e-6
AVT,3.207865751003461e-5
AVV,5.3111059366117986e-6
AVY,2.099738828629122e-5
AW9U,6.846151369250942e-7
AWC,7.548905051359201e-6
AWK,5.0492720280031e-5
AWR,5.2471747577129486e-5
AX,2.3732035211232837e-5
AX.UN,2.2032525270589162e-6
AX1,6.796898329506046e-7
AXE,3.164271361497712e-5
AXFO,4.167438295220344e-6
AXIATA,1.6560033819207164e-5
AXISBANK,6.770021956722166e-5
AXL,1.4691259892667947e-5
AXP,1.6797910629032977e-4
AXS,8.121491589689408e-7
AXTELCPO,4.971458473679587e-7
AYGAZ,7.32872351611252e-7
AYI,3.721124271164015e-5
AZA,1.8105592293949597e-6
AZJ,1.4155936773489003e-5
AZM,4.178455264794895e-6
AZN,2.179116252812656e-4
AZO,5.774281778730085e-5
AZRG,5.362184677837106e-6
AZTECACPO,7.568275841223622e-8
AZUL4,8.460961884671646e-6
AZZ,1.582135680748856e-5
B,3.842329510390079e-5
B3SA3,7.528779345542746e-5
B4B,4.9165890529963735e-6
BA,4.199477657258244e-4
BA-F,8.368911712707623e-7
BA.,4.1638575509263126e-5
BAB,3.253963121385987e-6
BABA,8.430322899513099e-4
BAC,5.249347071572804e-4
BACHOCOB,2.6905321459707946e-6
BAER,1.781794629127652e-5
BAFL,9.374514638828973e-7
BAG,1.1172880531990719e-6
BAJAJ-AUTO,1.3242314207745513e-5
BAJAJCON,4.846941488558192e-7
BAJAJFINSV,1.6841703753821623e-5
BAJAJHIND,1.1165586141362251e-7
BAJAJHLDNG,5.163104296620592e-6
BAJFINANCE,3.618595300318052e-5
BAKK,3.5519096344972287e-7
BAKKA,4.6421023455438506e-6
BAL,1.1462401245898128e-6
BALD B,6.857986695939444e-6
BALKRISIND,2.0298713028833776e-6
BALN,1.540462173987794e-5
BALRAMCHIN,1.1344650743098049e-6
BAM.A,8.75298088136909e-5
BAMI,5.755022889233865e-6
BAMNB,1.132951782103553e-6
BANB,1.4831627904143475e-6
BANC,1.0170872233385501e-5
BANDHANBNK,3.100653969293417e-6
BANE,1.5448265459002737e-6
BANEP,6.231438963274568e-9
BANF,2.4364474769068225e-7
BANKBARODA,2.6487409503396567e-6
BANKINDIA,8.904124091853624e-7
BANPU-F,6.05596574841784e-6
BANR,2.599222904087406e-5
BAP,2.6120848424638922e-6
BAR,3.5303943525280594e-6
BARC,5.889521555705562e-5
BARN,8.908437035344525e-6
BAS,1.1898874286817837e-4
BAT,3.411702820976936e-6
BATAINDIA,2.3698007951243086e-6
BATS,1.526992939673123e-4
BAUTO,1.1263700102787636e-6
BAVA,1.633882239820828e-6
BAW,5.903909443897015e-6
BAX,9.448824728831048e-5
BAYERCROP,1.3992666074356909e-6
BAYN,1.222203385020181e-4
BB,7.929631859540003e-6
BBA,7.26978921398463e-6
BBAJIOO,4.067173579210482e-6
BBAS3,4.1415051719057784e-5
BBBY,1.154831670361246e-5
BBCA,7.507114036702233e-5
BBD,4.24230394478724e-5
BBD.B,5.2610913064463355e-6
BBDC3,2.9413996027481027e-5
BBDC4,7.434475833290354e-5
BBL,1.0141670667010317e-5
BBL-F,2.0222997524748734e-8
BBNI,1.4066999168764586e-5
BBOX,5.8950768994589934e-6
BBRI,5.5724297326663484e-5
BBSE3,2.0894494056966853e-5
BBT,8.398955314516488e-5
BBTC,7.941557739785788e-7
BBTN,1.9081439570852624e-6
BBVA,6.416049032199272e-5
BBY,3.5001535400867635e-5
BC,3.6550684519396624e-5
BC8,5.1818249049561145e-6
BCA,4.020384352300999e-6
BCB,3.1374277990419095e-6
BCC,1.9211647551950395e-5
BCE,2.6931806828689996e-5
BCEI,5.6504845741030565e-6
BCH-F,2.107395118963397e-6
BCHN,1.4448325792059053e-6
BCI,1.0909919816664055e-5
BCNV,4.848362186722793e-7
BCO,3.207865751003461e-5
BCOLOMBIA,5.8938521423517e-6
BCOR,1.582135680748856e-5
BCP,3.003336054562979e-6
BCP-F,3.437950250584335e-6
BCPC,5.134165066230888e-5
BCPG-F,8.671162615536216e-7
BCPT,1.3943172738565523e-6
BCVN,3.9568077712389254e-6
BDC,1.5397755604816612e-5
BDEV,1.4885780861515509e-5
BDMN,7.2118590070114e-7
BDMS-F,2.5349865084416188e-5
BDO,1.9656988778900702e-5
BDRILL,7.231896917268014e-7
BDT,4.02282637788102e-7
BDX,1.5232968826206037e-4
BEAN,4.742929512875579e-6
BEAT,2.0341744466771003e-5
BEC-F,8.771322660083949e-7
BEEF3,9.558653776993588e-7
BEFB,2.4063429532885655e-6
BEI,2.181454328352033e-5
BEI.UN,2.34535719000905e-6
BEIJ B,2.6322976637786294e-6
BEKB,1.8441153969485526e-6
BEKN,1.8249219079976393e-6
BEL,3.3234394670729875e-6
BELA,7.410509901078514e-6
BELFB,2.260193829641223e-6
BELL,9.922835633077654e-7
BEM-F,1.020358522572099e-5
BEN,2.5622453193124863e-5
BERA,4.5402772198917936e-7
BERGEPAINT,5.500322780867205e-6
BES,9.852899772003849e-9
BESALCO,5.416390824333466e-7
BESI,4.166056854818594e-6
BEST,3.629400642344336e-6
BETS B,1.0554236402306433e-6
BEZ,7.389162518409792e-6
BEZQ,2.5042394078537444e-6
BF.B,2.842522056391293e-6
BFB,2.6246735357864024e-5
BFF,1.0497385087763754e-6
BFIT,1.982597921754945e-6
BFS,1.0170872233385501e-5
BFSA,2.2644205784159463e-6
BG,3.2347435409114067e-6
BGA,1.1921164275487037e-6
BGEO,1.1553714526971451e-6
BGG,4.520387659282446e-6
BGN,3.209322287331571e-6
BGNE,1.4690551656003018e-5
BGRIM-F,3.260469121128338e-6
BGS,1.6951453722309172e-5
BH-F,5.089750026687242e-6
BHARATFORG,4.511240985245772e-6
BHARTIARTL,3.0875545321732484e-5
BHC,1.3979289401320118e-5
BHE,1.8081550637129783e-5
BHEL,2.157220892987912e-6
BHF,3.0795511209633225e-5
BHGE,3.149608242943682e-5
BHK,2.1441741409438602e-8
BHLB,2.0341744466771003e-5
BHP,2.1800353725703065e-4
BHW,7.916030771357889e-7
BID,2.5534482267689515e-5
BIDI11,2.5200923790235045e-6
BIDI4,7.765517419933172e-7
BIDU,1.852425549862364e-4
BIG,1.4285170674099929e-5
BIIB,2.0302158983752082e-4
BILI,2.6740679553987465e-6
BILI A,1.1947139445062571e-6
BILL,3.5036353794780255e-6
BIM,6.368511474876703e-6
BIMAS,1.3986340110941944e-5
BIMBOA,1.5703538627056116e-5
BIN,1.3424385101014904e-6
BIO,5.3892144616858146e-5
BIOCON,3.336967184222047e-6
BION,6.360711167064574e-6
BIR,7.836726642934796e-7
BIRG,6.717766969280212e-6
BITA,1.5065695886491732e-6
BJBR,1.04695195088405e-6
BJC-F,6.459224954719609e-6
BJCORP,5.747799975939231e-7
BJRI,9.040775318564892e-6
BJTOTO,2.100663067491432e-6
BK,7.874020607359208e-5
BKBR3,2.8370700746250497e-6
BKE,9.040775318564892e-6
BKG,1.1169589474127026e-5
BKH,3.529466943801253e-5
BKIA,4.248988057619636e-6
BKL,1.4498058351698381e-6
BKNG,0.11922555110121501
BKSL,1.2742482172351794e-6
BKT,8.008888741149966e-6
BKW,3.749550810750092e-6
BLA-F,1.389708416686682e-6
BLA-R,3.206739937762873e-8
BLAND-F,2.3135879463336758e-6
