Ticker,Share of portfolio
581,3.027104476750228e-6
582,9.623642466095725e-7
5820,4.847252259593085e-7
5830,3.753231478528007e-6
58470,7.790481180174826e-7
5850,5.92084721531492e-7
5851,7.934291312043609e-7
5857,1.416454521335851e-6
586,2.1739939357401403e-5
587,1.3485252059996466e-7
5871,1.7986141449784015e-5
5876,1.14963282823844e-5
588,7.196020112790094e-7
5880,2.334075233227386e-5
58820,4.644107866984675e-7
589,5.005019659736344e-7
59,1.5311046489971975e-6
590,1.5567736778555456e-6
5901,4.414120253147184e-6
5902,2.521022956746985e-7
5903,9.68452230326002e-7
5904,3.932058676085756e-6
5909,2.6446262612997114e-7
591,2.5956597975818513e-7
5911,8.451055093569202e-7
5912,4.252121508576847e-7
592,1.2745554425602782e-7
5929,4.149160830303056e-6
5930,3.348900709020225e-4
5932,5.809411728083379e-7
5935,4.231295183867765e-5
5938,8.571876124969758e-6
5940,2.5389841500868425e-6
5943,7.586512456844421e-7
5946,8.228039557961475e-7
5947,4.559074533587605e-6
5949,1.1740022109484176e-6
5959,5.956183600476589e-7
596,8.922406475309138e-7
597,2.961003477628573e-7
5970,5.94098705088102e-7
5975,1.2125066007067487e-6
5976,4.682726847894249e-7
598,3.306039834828797e-6
5981,2.0829885849474802e-7
5988,7.384620477762689e-7
599,1.9320697810621985e-7
5991,2.302280789610215e-6
5992,2.1159591035711836e-7
5CP,5.077301203379374e-7
5DN,2.469654388056071e-8
5EN,3.337138629719149e-13
6,1.7025996267393585e-5
60,1.9774822303922777e-6
600,3.215672506253459e-7
600000,1.0450929352390156e-5
600004,1.3304546003197177e-6
600006,2.165855113478817e-7
600007,4.906279984817885e-7
600008,3.7905848553021e-7
600009,3.84266486647099e-6
600010,1.6756584401649198e-6
600011,1.4001634634424278e-6
600015,3.404936980976345e-6
600016,1.4227068777420024e-6
600017,4.1185692683891155e-7
600018,1.8288850374889534e-6
600019,3.081112936904767e-6
600020,5.926232607047028e-7
600021,4.4884639712421167e-7
600023,6.733772184071259e-7
600026,1.1521491976221796e-7
600027,5.810452668000566e-7
600028,2.288186481368911e-6
600029,7.344510267542736e-7
600030,2.4522911077700074e-6
600031,3.4827794937955024e-6
600033,7.750072725212504e-7
600035,2.0579424787519178e-7
600036,1.0228020380481287e-5
600037,3.327794641555935e-7
600038,6.537029090444523e-7
600039,6.792119967300256e-7
600048,4.9917868622136854e-6
600050,4.787985720385094e-6
600053,3.0262382807046516e-7
600054,3.050376221555739e-7
600056,2.613707460433701e-7
600057,4.4737096470754707e-7
600058,2.0857867291936366e-7
600059,3.3673355628948204e-7
600060,1.8660736932362152e-7
600061,1.150522551111356e-6
600062,4.4357225809110494e-7
600063,1.878043592358689e-7
600064,4.632530331598736e-7
600066,8.635353032327688e-7
600067,2.1319372707310094e-7
600068,5.897445614942413e-7
600069,1.0150845712530401e-7
600072,3.321003564444457e-7
600073,1.8660278075800567e-7
600075,1.1295963976202091e-7
600077,1.463231003549668e-7
600078,2.9072526028620155e-7
600079,3.1004917009275467e-7
600081,1.9959989286493996e-7
600082,1.039841968462269e-7
600085,9.318855337908544e-7
600088,1.9816826039279043e-7
600089,5.57536793723e-7
600090,1.9173112854722656e-7
600093,2.847127793312694e-7
600094,8.013005877848074e-7
600096,1.9755005546163497e-7
600098,2.688753451081154e-7
600100,6.630193658139708e-7
600103,1.303970233869609e-7
600104,6.747573129445627e-6
600105,1.4050876200617428e-7
600106,1.590987098853535e-7
600107,6.139292222861448e-8
600108,1.245073908478353e-7
600109,7.433105041026849e-7
600110,1.3085754851786212e-7
600111,1.153053145048505e-6
600115,9.294198054858207e-7
600116,2.4655364195625273e-7
600117,1.027573812574764e-7
600118,6.735889181389488e-7
600120,3.530675984549711e-7
600123,1.7173833101657914e-7
600125,1.275066441912954e-7
600126,4.1189363536383847e-7
600127,1.70941797739898e-7
600129,2.1452482824403012e-7
600130,9.814795852517682e-8
600132,6.446872118939374e-7
600135,7.962517056092068e-8
600138,2.6047597574827666e-7
600139,8.351669134550193e-8
600141,3.155760973770626e-7
600143,5.145098139430449e-7
600146,2.6638896825781026e-7
600150,9.008803873532983e-7
600151,2.505173283637017e-7
600153,7.103635601249607e-7
600155,4.07221224139903e-7
600159,2.4338565454082744e-7
600160,5.09276972000481e-7
600161,7.624135370461834e-7
600162,4.42793870505723e-7
600166,2.301061370773532e-7
600167,4.392598406968503e-7
600169,2.272864635064049e-7
600170,5.656072463566471e-7
600171,2.889511539621771e-7
600172,9.238764010795285e-8
600173,1.6015220283652297e-7
600175,1.8713067437499434e-7
600176,7.551010320238113e-7
600177,1.0218927511999959e-6
600180,2.4151727405051346e-7
600182,1.2148978324191175e-7
600183,1.8180193141105882e-6
600184,1.9052788150004846e-7
600185,3.725721308898577e-7
600187,2.3521800774458988e-7
600188,1.9243943622138444e-7
600190,1.1779786506162062e-7
600191,1.0696697306770275e-7
600192,1.0071651241423877e-7
600195,6.255345390133217e-7
600196,1.4644248648944502e-6
600197,2.731739968055224e-7
600198,2.7212780384510543e-7
600199,2.1060619320808244e-7
6002,7.902312989500291e-7
600200,6.777989270915038e-8
600201,5.394263509506786e-7
600206,2.5447934620183567e-7
600207,1.6576339287123135e-7
600208,7.365348612573688e-7
600210,1.4536972156268891e-7
600211,3.410810136393486e-7
600215,2.5986048224225783e-7
600216,2.8187454292669325e-7
600219,6.849566723099226e-7
600220,2.298614831015619e-7
600222,1.9719006163195401e-7
600223,5.057911221305749e-7
600227,7.0730444685733e-8
600229,1.6278145093441292e-7
600230,1.1847864134208331e-7
600231,2.2622735999091418e-7
600233,3.9264105689549564e-7
600236,4.099149207275794e-7
600237,1.1894166932695683e-7
600242,1.387669842126252e-7
600246,3.322868190653813e-7
600248,2.4493220972453793e-7
600249,2.0650797839962296e-8
600251,1.5562516571414455e-7
600252,3.528707072758176e-7
600256,5.705530943770552e-7
600258,4.892766659079166e-7
600259,2.2669620711127328e-7
600260,4.3717996904587795e-7
600261,3.0930644817647777e-7
600266,2.0874636413550707e-7
600267,2.907502888259244e-7
600268,1.4211413425823354e-7
600269,8.44471898810498e-7
600271,1.120321446512398e-6
600276,1.0637801815663676e-5
600277,3.24520254618203e-7
600278,1.5185962191283524e-7
600279,1.1197747814906168e-7
600280,1.1126541619394536e-7
600282,1.6635928068780057e-7
600283,5.754874709834237e-8
600284,6.13813256718762e-7
600287,1.5922489543978976e-7
600288,1.8981227383513803e-7
600290,8.821663396313262e-8
600291,3.2467376299517e-7
600292,1.2366198934734526e-7
600297,9.709890813980818e-7
600298,5.888614711843518e-7
600299,4.2692723631955885e-7
600300,1.3607266191145572e-7
600303,1.1280237710409538e-7
600305,2.648987272884763e-7
600307,2.5526127949701173e-7
600308,4.172370200235119e-7
600309,4.113672017450003e-6
600310,8.876183898676302e-8
600312,2.2653790159752602e-7
600315,4.945977334530037e-7
600316,2.8310782422153887e-7
600317,3.436900303342959e-7
600320,5.249823806765967e-7
600322,3.11035503129001e-7
600323,1.2099467701196007e-6
600325,4.078221176644168e-7
600326,3.1222081305604437e-7
600327,2.899222613034253e-7
600328,2.1337747826889983e-7
600329,3.168665271709421e-7
600330,1.7242849299943792e-7
600331,1.3375230770797912e-7
600332,1.4764083211426073e-6
600333,2.12658116323031e-7
600336,1.5759804035780166e-7
600337,2.2864739035383725e-7
600338,1.7584970666550957e-7
600340,2.2446057451475867e-6
600343,1.1616266713305822e-7
600345,2.982586421716282e-7
600346,1.4206353489376042e-6
600348,1.4498640947683283e-7
600350,4.1306747387684223e-7
600351,1.732050034443407e-7
600352,1.386218603964653e-6
600354,1.4547796999699044e-7
600360,1.724564415354618e-7
600361,2.7203895252908913e-7
600362,2.6688891333877507e-7
600363,2.3015431701631975e-7
600366,1.5737924920639072e-7
600367,8.090517179658231e-8
600368,4.992776532388562e-7
600369,7.142350580777635e-7
600372,5.565919663484609e-7
600373,4.945118021332885e-7
600376,6.247851428197854e-7
600377,4.2038102175503607e-7
600378,4.0425847075020544e-7
600380,5.986920558740114e-7
600381,7.021694247908497e-8
600382,1.1492834298239087e-7
600383,1.4832519581875037e-6
600386,8.508410364564814e-8
600387,1.8120579330909236e-7
600388,3.2407203518599884e-7
600390,3.6888751270031916e-7
600391,8.483465253307663e-8
600392,4.4971822459122576e-7
600395,3.125732983238084e-7
600398,1.0571064465919565e-6
6004,2.281072536095007e-6
600400,3.8441667874255283e-7
600406,2.821751148316488e-6
600409,2.4633067938155466e-7
600410,3.629805687545518e-7
600415,6.89341255327045e-7
600416,1.6094477326108124e-7
600418,2.404760867980411e-7
600420,2.3474329977451231e-7
600422,2.900663839779964e-7
600426,9.083899921259881e-7
600428,7.516644049486937e-8
600429,2.1648310290618218e-7
600433,1.4248622521544724e-7
600435,2.434254916332197e-7
600436,1.7183619260689562e-6
600438,9.100543900175605e-7
600439,1.0064163536623445e-7
600446,5.398952189281541e-7
600449,2.2604755079012162e-7
600456,3.207138308686796e-7
600458,1.8971466253021874e-7
600459,2.237132223186331e-7
600460,5.685322483655959e-7
600466,4.0531050370322443e-7
600467,1.013657944488835e-7
600468,1.1285743989148576e-7
600475,1.6315437617628404e-7
600477,1.7180987092595374e-7
600478,1.8713526294061025e-7
600479,1.6451196588508669e-7
600480,1.6165078665243122e-7
600481,2.019023099482818e-7
600482,8.181425007355069e-7
600483,4.920425281184606e-7
600486,4.748837955691023e-7
600487,8.44292110466822e-7
600488,2.2218314425690688e-7
600489,8.320266660044534e-7
600491,2.8665645401191643e-7
600495,1.2058124724997073e-7
600496,2.601072219296927e-7
600497,4.08821799255182e-7
600498,8.810008439648967e-7
600499,1.5712020382025878e-7
6005,8.027668461422255e-6
600500,3.6334953114430014e-7
600501,1.0316138360283677e-7
600502,1.9971085272437813e-7
600503,1.248705132449816e-7
600507,3.470809803244193e-7
600508,3.531791840279023e-7
600509,3.0430386879936436e-7
600510,2.5418797228522837e-7
600511,5.444887902519626e-7
600512,3.042940659546396e-7
600516,9.204879539433775e-7
600517,3.387777622713494e-7
600518,4.828270197924913e-7
600519,4.3512378482204154e-5
600521,5.010484224242509e-7
600522,6.880262141357712e-7
600523,3.6263475776404713e-7
600525,2.4227668165993893e-7
600527,9.023825168790006e-8
600528,6.516395145154641e-7
600529,1.1786790325861182e-6
600530,1.0682222467963868e-7
600531,1.275835026653611e-7
600532,3.616271504690364e-8
600533,1.962742256492605e-7
600535,6.15606968732236e-7
600536,1.0702595699298303e-6
600537,1.515411337448614e-7
600543,3.8039626097839864e-8
600545,4.315508418910347e-7
600546,3.419484611119112e-7
600547,4.886282390150458e-6
600548,2.583489670141594e-7
600549,5.28006245417451e-7
600550,1.7053570968289412e-7
600551,1.1555718504292855e-7
600552,1.1144979310323735e-7
600555,1.1960388277379174e-7
600557,4.44786559409994e-7
600559,1.5308351750528476e-7
600562,2.7002019222927344e-7
600563,3.129449721386934e-7
600565,1.4529943308030044e-7
600566,4.4290629036331157e-7
600567,4.5898358142547663e-7
600569,1.7474613577777787e-7
600570,1.7763211412187543e-6
600571,1.4579875244777218e-7
600572,7.593304380946517e-7
600575,2.791752149175792e-7
600576,1.3016884653315385e-7
600578,5.359753324652202e-7
600579,2.0964780870785997e-7
600580,4.1299760253678245e-7
600581,9.195339494376065e-8
600582,2.8591915494591283e-7
600583,6.756706669304004e-7
600584,8.043891095866125e-7
600585,2.9762112355065314e-6
600586,1.4818856084897982e-7
600587,3.5540130121296656e-7
600588,2.305029437175432e-6
600589,9.424434061306284e-8
600590,1.9586334045547627e-7
600592,4.5061362059981234e-7
600594,6.683475247786461e-8
600596,2.8372269201406464e-7
600597,6.371071100676948e-7
600598,4.2963386431942545e-7
600600,2.6192519076958153e-6
600601,3.0036792235677495e-7
600602,5.094709431833333e-7
600604,5.989050070328205e-7
600606,1.3247524732573494e-6
600609,2.2302139176645945e-7
600612,7.985655941065884e-7
600616,1.359124792572292e-7
600617,3.233760332105381e-7
600619,4.1439544648030606e-7
600620,2.43349780300558e-7
600621,4.2333000944788603e-7
600622,2.80165302234784e-7
600623,1.344503953950835e-7
600624,1.3430552186432083e-7
600626,1.5172759636579699e-7
600628,1.6297145926514258e-7
600630,8.984369761628507e-8
600633,2.0921252068784596e-7
600635,2.9248038663426945e-7
600637,8.964818300681642e-7
600638,2.2866929032609473e-7
600639,2.2807027394206016e-7
600640,3.4519090843301213e-7
600642,1.1309521101885326e-6
600643,4.2462711351902496e-7
600645,1.6571667293041527e-7
600648,1.6694807708478168e-7
600649,4.27744209570347e-7
600650,1.5614638505387386e-7
600651,8.255476113548538e-8
600653,1.3598339345311072e-7
600655,9.154837059969491e-7
600657,3.9008585156095255e-7
600658,2.483713396536279e-7
600660,6.098432297479165e-6
600661,1.804154545959927e-7
600662,8.905947003830108e-8
600663,3.667659268164751e-7
600664,2.8297371296285704e-7
600665,3.983346325401252e-7
600667,4.39233352158977e-7
600673,6.355447034754931e-7
600674,1.3030581521678738e-6
600675,8.548518599470751e-7
600676,1.901683048126962e-7
600677,1.916049429927903e-7
600681,3.20852947835306e-7
600683,2.714568304093675e-7
600684,1.7913822735681702e-7
600685,2.7100089384408214e-7
600686,1.1240901188811725e-7
600688,5.45274477828097e-7
600690,2.627077914924835e-6
600692,1.1727456001024778e-7
600693,1.9834450302667248e-7
600694,1.4250374519325323e-7
600697,2.2197290452323456e-7
600699,5.960256821088658e-7
600702,2.5812412729898206e-7
600703,1.704842134624142e-6
600704,7.036008486918349e-7
600705,1.2806621976815e-6
600707,5.011124537717087e-7
600708,3.439882870993271e-7
600711,3.270329114352172e-7
600713,2.1278033902534446e-7
600715,2.1473006226975784e-7
600716,1.2599930038648413e-7
600717,3.927132225183634e-7
600718,3.957996586085248e-7
600720,2.5719515133293407e-7
600723,7.105704627200033e-7
600728,5.22485783839238e-7
600729,3.634581967209304e-7
600730,8.382308238594301e-8
600736,3.97242762494714e-7
600737,1.2664566242482784e-7
600739,5.199543556174317e-7
600740,2.969100210228929e-7
600741,2.1544460622173005e-6
600742,4.6365557550708347e-7
600743,4.550100921733029e-7
600744,1.8197041519762677e-7
600748,3.402486061223981e-7
600754,2.114244178858567e-7
600755,2.9121435966661976e-7
600756,2.688895279472917e-7
600757,2.3048302517134711e-7
600758,2.742633639969613e-7
600760,1.2574726299147456e-6
600761,6.251743366124764e-7
600763,9.382957599562162e-7
600765,2.1448311401115862e-7
600770,1.6181451501645183e-7
600771,2.092828091702344e-7
600773,1.3640137006648306e-7
600775,2.127452990697324e-7
600776,1.4369201683083048e-6
600777,3.7336949845119623e-7
600779,3.9818571272877397e-7
600780,4.6451092585211344e-7
600782,2.8208895408365273e-7
600783,2.5908793464947786e-7
600785,1.4974116459645665e-7
600787,3.0366188675547215e-7
600789,1.0925854445049799e-7
600790,2.9019277810359695e-7
600792,2.660202144392263e-7
600795,1.098954999293292e-6
600797,2.4140965132970503e-7
600801,1.2515494174181586e-6
600802,1.8098032788042197e-7
600803,2.2789674273331476e-7
600804,2.4856239084017927e-7
600805,1.211729636432528e-7
600808,3.901805428695708e-7
600809,1.937252148782988e-6
600810,1.7625931957519115e-7
600812,6.152486434718699e-7
600814,1.645824629386395e-7
600816,7.524868010497551e-7
600818,7.600089200923063e-8
600820,4.344249525358804e-7
600823,5.513987529271246e-7
600824,4.926296559461269e-7
600825,1.5195264465213868e-7
600826,1.3311199423340177e-7
600827,1.4257486796029913e-7
600828,3.8314606320928723e-7
600829,1.9250978727512222e-7
600830,2.2778025573802115e-7
600831,2.042034756046375e-7
600834,1.2450759941899966e-7
600835,2.5083477367585366e-7
600836,8.295083777660018e-8
600837,1.1805937158749195e-6
600838,9.30657049632789e-8
600839,2.9261491503528005e-7
600845,4.2201663682592715e-8
600846,1.958593776033535e-7
600855,1.5148148239185518e-7
600858,3.2568139114729734e-7
600859,5.223623097099384e-7
600861,2.3940757672303785e-7
600862,3.933401874384218e-7
600863,8.512606816391686e-7
600864,1.652636563614309e-7
600865,1.5130523975797313e-7
600867,1.031886438540183e-6
600868,1.4143586083174312e-7
600869,2.271008351701267e-7
600871,7.057501745405384e-7
600872,9.157108399949344e-7
600873,4.293808674970599e-7
600874,2.2741494334364903e-7
600875,4.618604034954589e-7
600879,3.7078968171925904e-7
600881,2.0999779112165175e-7
600882,3.8235745563685175e-7
600884,3.302036102757791e-7
600885,5.278959112715058e-7
600886,1.6911281634253115e-6
600887,5.028989283657794e-6
600888,2.344252287488672e-7
600892,7.918800540042748e-8
600893,1.3852157938064227e-6
600894,4.415587120703981e-7
600895,6.905791251875064e-7
600897,4.5541034023770486e-7
600900,7.585330079619637e-6
600901,5.420562247620617e-7
600903,2.0425666125154868e-7
600909,4.947159933031945e-7
600919,8.013529391470613e-7
600926,6.427541743426725e-7
600928,3.360842742548373e-7
600933,4.067992846744079e-7
600936,1.0901159619189878e-7
600958,3.3725250220351974e-6
600959,6.009366987448263e-7
600963,1.6899541163411435e-7
600965,2.8610374042636924e-7
600966,4.3038430336878355e-7
600967,4.6206522037885796e-7
600970,2.153841414411828e-7
600971,3.8477877914099377e-7
600973,2.095057717449325e-7
600977,7.416100233996785e-7
600978,5.772999544016898e-8
600981,1.509623487637695e-7
600983,1.0258593576037457e-7
600985,6.834770684699709e-7
600986,1.5973818907527346e-7
600987,1.766495562237039e-7
600988,1.4013354248149523e-7
600990,3.0429740309326933e-7
600993,2.491637015070218e-7
600995,2.500876717651253e-7
600996,1.986077198360916e-7
600997,2.2347607690475866e-7
600998,6.792055310239305e-7
600999,2.6007923167943596e-6
601,1.18669275386306e-7
6010,5.670597359452323e-7
601000,3.457246420426028e-7
601001,1.2041409831885467e-7
601002,1.937234003091689e-7
601003,1.8168237841964913e-7
601005,6.771194022380274e-7
601006,3.0275602047443494e-6
601008,1.6478227411409395e-7
601009,2.122192200218736e-6
601010,2.4672091603006746e-7
601011,1.6597634403004032e-7
601012,2.8012917770911733e-006
601016,2.146263398297229e-7
601018,8.016536987660646e-7
601019,2.2154950505958895e-7
601021,8.573009025589602e-7
601028,9.162990106784225e-8
601038,2.853247271274942e-7
601058,5.183237462544852e-7
601066,4.3969871614089135e-6
601068,3.565490683304256e-7
601069,1.4328213277863525e-7
601088,1.7864347569784468e-6
601098,6.097229676145481e-7
601099,6.071006023650819e-7
601100,1.0653664904140047e-6
601101,1.2387291736585995e-7
601106,6.031717473420805e-7
601107,2.5051565979438686e-7
601108,3.5374003188885954e-7
601111,8.900734810432815e-7
601113,1.6069699071782463e-7
601116,1.8133239600585734e-7
601117,8.624311274886603e-7
601126,1.7003242746329958e-7
601127,3.543298711416623e-7
601137,2.3235286565981162e-7
601138,1.7306899418806318e-6
601139,6.230494135900028e-7
601155,1.8965271689440458e-6
601158,2.6944599581379744e-7
601162,1.3373912601039176e-6
601163,1.6341675870104572e-7
601166,1.0849142387941462e-5
601168,3.126402496675672e-7
601169,3.3244666800574483e-6
601177,3.1580719422717064e-7
601179,5.991577952840216e-7
601186,1.7977067769849807e-6
601198,9.079711812279584e-7
601200,5.062080558881255e-7
601208,1.0295594100594469e-7
601211,4.845176976507728e-6
601212,2.5544586497746814e-7
601218,2.5362649871077815e-7
601222,2.0684607225704638e-7
601225,1.790924042720077e-6
601226,2.688394708678459e-7
601228,2.2459234977639972e-7
601229,3.96999797945354e-6
601231,3.9470611999379874e-7
601233,6.527756016477191e-7
601238,1.6383098103345962e-7
601258,8.648507615663713e-8
601288,9.718328977577226e-6
601298,3.895840293395085e-7
6013,1.5775763791580639e-6
601311,1.8732881698113395e-7
601318,2.973279079506646e-5
601326,1.7420760503140694e-7
601328,2.8331829338349196e-6
601333,5.339732578585531e-7
601336,1.9022184503058674e-6
601339,3.1798655432354165e-7
601360,1.0528716176708429e-6
601368,1.4341540975265965e-7
601369,4.903818845078467e-7
601375,2.5120206749628715e-7
601377,1.2026728507626345e-6
601388,1.7651231639755673e-7
601390,1.540183334639348e-6
601398,8.562075308011655e-6
60150,3.1735367048570314e-7
601500,1.0809325735523297e-7
601515,2.4902083025943696e-7
601519,5.437665083097926e-7
601555,8.021709552536711e-7
601566,4.586477818508612e-7
601567,3.2392082109183967e-7
601577,9.780083353633672e-7
601588,2.960117050180054e-7
601598,1.4203654578509258e-7
6016,3.3936864437997396e-7
601600,1.4038866672973726e-6
601601,2.1553402067989006e-6
601607,8.403734754308743e-7
601608,3.3765314655313405e-7
601611,4.4626032325734373e-7
601615,3.484694385655469e-7
601616,1.1835641863976985e-7
601618,6.245110803098197e-7
601619,1.7285856674034297e-7
601628,2.8209585778919297e-6
601636,2.643093051780022e-7
601666,2.4284149237301895e-7
601668,6.614764189114038e-6
601669,1.3769753556738242e-6
601677,2.2262865226397433e-7
601678,3.825635239472368e-7
601688,5.20928312040785e-6
601689,2.3076563909905145e-7
601699,4.7581402296213647e-7
601700,2.0138943345512683e-7
601717,2.4129055719485693e-7
601718,4.411409440281902e-7
601727,1.1485880535619408e-6
601766,3.559111951384713e-6
601777,1.2532227838697986e-7
601788,1.698237311562435e-6
601799,1.2078904670102006e-6
601800,2.2901447560310632e-7
601801,2.1003533393123605e-7
601808,1.1198436099748547e-7
601811,1.0672315337656886e-6
601818,3.790685595174484e-6
601838,3.423482920339845e-7
601857,1.6537323965118433e-6
601860,2.480299086575748e-7
601866,8.27487323183378e-8
601869,1.403222993852387e-7
601872,8.18689165757288e-7
601877,7.776315149111958e-7
601878,2.80762232907175e-7
601880,3.5038912756229283e-7
601881,3.6757226293788104e-7
601886,2.4326468326550016e-7
601888,5.440012342981605e-6
601890,1.4828304358643373e-7
601898,2.299365687207306e-7
601899,1.1098384512206281e-6
601900,1.675412534762142e-7
601901,1.7395179249832255e-6
601908,2.0993438548768708e-7
601918,1.5513377205091842e-7
601919,1.0222281336322825e-7
601928,7.402949822084049e-7
601929,2.235734796385136e-7
601933,2.4768449395228237e-6
601939,4.056877880824306e-6
601949,2.3869134334463444e-7
601952,2.3528412480369115e-7
601958,5.675861695640705e-7
601965,2.1057407324877137e-7
601966,8.376305560484094e-7
601968,1.9555653227270652e-7
601969,9.775271616871945e-8
601975,4.1453727487206914e-7
601985,1.92885757655993e-6
601988,4.358341844649779e-6
601989,3.7595855488571457e-6
601990,2.807613986225176e-7
601991,3.4520863698198253e-007
601992,6.961369210041392e-7
601997,8.894694589513024e-7
601998,3.3352337492750724e-6
601999,2.0430233833654298e-7
6028,4.040160316888383e-6
603,1.1046158292651179e-7
6030,1.9721986853705233e-5
603000,6.623967808883639e-7
603001,1.1762454242403956e-7
603003,6.850269607923111e-8
603005,1.0456965610457825e-7
603019,8.165554827459113e-7
603027,2.3765307608846306e-7
603039,3.2064458524211293e-7
603043,3.4274708010023594e-7
603056,1.4694047100146484e-7
603077,4.06466822238422e-7
603096,2.1219362834000697e-7
603103,2.6772924655997125e-7
603108,1.9980095546738052e-7
603111,1.0490065854241351e-7
603113,2.0170750448077198e-7
603116,1.3359045648443774e-7
603117,5.801406936602383e-8
603118,2.6800247478527947e-7
603128,1.9325056947957059e-7
603156,2.1832812342608816e-7
603160,1.0447892764808278e-6
603169,1.342063671327853e-7
603218,2.6095068371835425e-7
603220,2.359550982394291e-7
603222,3.92650651169056e-7
603225,1.869634003011797e-7
603227,6.177022746493709e-8
603228,3.0325924012268015e-7
603233,2.8866061433022717e-7
603258,1.4256756796954663e-7
603259,4.498421992913198e-6
603260,3.5928656486261715e-7
603288,3.1202800987171235e-6
603299,1.6342176440899027e-7
603308,1.3693906652819657e-7
603323,2.320256175029348e-7
603328,2.480732914597611e-7
603337,2.249200150756053e-7
603338,4.449200449551828e-7
603339,2.548674971387049e-7
603345,2.2749169753213256e-7
603355,1.1123037623833328e-7
603363,2.2128044825756786e-7
603366,1.8368612159563114e-7
603368,2.52927368167852e-7
603369,1.083034136604395e-6
603377,1.670429769645643e-7
603383,2.6730250995769596e-7
603444,5.268528468785542e-7
603456,3.0825712664859545e-7
603486,3.432764337153751e-7
6035,5.811026581845507e-7
603501,1.3324958863052837e-6
603515,1.8415311243262743e-7
603517,2.3138822402465843e-7
603528,1.477392985609539e-7
603533,1.7487845332444627e-7
603555,3.7484639086601133e-8
603556,2.1650875715939814e-7
603567,1.466883084637567e-7
603568,2.9869413876280654e-7
603569,1.3895699254335487e-7
603579,7.705995381048844e-8
603588,2.0897725241445078e-7
603589,3.411901797867733e-7
603601,2.610314007589605e-7
603605,3.652091516457112e-7
603609,3.083466036781048e-7
603612,7.132195250785072e-8
603618,9.758356495442557e-8
603619,1.7096912056242886e-7
603626,7.620126632682883e-8
603638,3.0385669222298205e-7
603650,3.045839798730965e-7
603658,3.7121287261174026e-7
603659,4.2323740385091127e-7
603678,2.2684742120543247e-7
603686,1.2605540602969628e-7
603698,1.195354714318825e-7
603699,1.6271262245017497e-7
603707,4.5853786484724477e-7
603708,5.960477906522877e-7
603712,2.15619409714578e-7
603718,1.7564778892129514e-7
603766,1.302891920949881e-7
603799,8.576571421076827e-7
603806,3.9234175727464265e-7
603816,4.2396573435684745e-7
603833,5.571342513757902e-7
603858,1.7301603796943286e-7
603866,3.541928398866796e-7
603868,2.3511726787220522e-7
603869,1.9871012827779107e-7
603877,2.099765168628873e-7
603881,1.9880356815942323e-7
603882,7.1706995734371e-7
603883,5.788294067499232e-7
603885,2.9840526770017143e-7
603888,2.6795010256590934e-7
603898,1.1643695907130471e-7
603899,1.107251751640267e-6
603979,1.7408016804998453e-7
603986,1.395114581266827e-6
603989,1.9256603891814942e-7
603993,8.674518525570727e-7
603999,8.455746145564557e-8
604,4.6214783541706e-6
6040,4.4953685526716686e-7
6047,3.1153032447362874e-7
6055,1.3094905571198779e-6
6058,3.4985066321365606e-7
606,2.4930271418806608e-6
6060,3.6166052550141416e-6
6068,6.681466707473699e-7
607,1.0558831767130002e-6
60720,2.1513695322459618e-7
608,2.6920926754225165e-7
6080,7.016733519931592e-7
6088,7.66962101148877e-7
6098,8.356815594788558e-5
60980,4.5960818340284707e-7
6099,4.4925178635385095e-6
61,2.329122535226183e-7
6100,8.465861847035895e-7
6101,7.318785216962585e-7
6103,3.038073039856608e-6
6104,8.826829448487375e-7
6113,6.451046016000366e-6
6116,1.8108311175021732e-6
6118,8.334306102801578e-7
612,1.349194719437234e-7
6120,1.271933182376974e-6
6121,5.311451580125646e-6
6134,2.195064019685192e-6
6135,1.643852727743415e-6
6136,2.967900944717164e-6
6139,4.5371861952360166e-7
6140,5.421529495830826e-7
6141,2.6310674836965194e-6
6143,5.667586667542277e-7
6146,1.1163327867779861e-5
6147,4.1101133762437355e-6
615,1.1484095166452508e-7
6151,3.984168612274103e-7
6153,1.7936302535776144e-6
6158,1.681496972768778e-6
6166,7.016258883365342e-7
6169,1.6940585882845337e-6
6176,6.148651436719659e-6
6178,2.3035400104792158e-5
6182,1.9510368256065363e-6
6183,9.058021503471466e-7
6184,4.5684953365723856e-7
6188,7.34876720500727e-7
619,2.3756234763196753e-7
6191,8.53719832630765e-7
6196,7.45674238541405e-7
6197,1.3848764779776105e-6
6198,2.3768244290840463e-6
62,4.0187637948207905e-7
620,2.7326409954852487e-7
6200,4.7149216725710787e-7
6201,1.711413837057683e-5
6202,1.0334177680288953e-6
6206,9.879696941730788e-7
6213,5.351025247137337e-6
6214,1.4764804867654748e-6
622,1.62979760397484e-6
6222,1.2612914033782582e-6
623,3.402492318358911e-7
6230,9.041541203490527e-7
6235,4.942358663675986e-7
6239,7.328695359005332e-6
6240,4.7149710349131525e-7
6244,4.074229124558366e-7
6247,3.256204524304294e-7
625,6.515683917484182e-7
6250,6.145375354119051e-7
6251,2.5942123137012105e-7
6257,1.3612342813286032e-6
6258,9.866594296047744e-7
626,1.5042819801185008e-7
6260,1.248237179428691e-6
6268,6.796070805099995e-6
6269,4.131009756138149e-6
627,9.26605137622817e-7
6271,2.0912786165223327e-6
6272,5.261094832327913e-7
6273,4.581043349703986e-5
